node;gateway;RSSI;SNR;TOA;SF;BW;TXPOWER;FREQ;CHANNEL;DISTANCE;ENERGY;STATUS
4;0;-129.64727516478257;-6.616375294863133;329.728;11;250;14;867900000;867900000;2922.1404825914856;8.282392892887906;RECEIVED
57;0;-129.673174801964;-6.6422749320445575;25.728;8;500;14;867500000;867500000;3720.9990593925177;0.6462581410987847;LOST
98;0;-133.12346930015573;-10.092569430236296;370.688;10;125;14;867500000;867500000;4575.201416331307;9.31126157523423;LOST
17;0;-120.07787092954894;2.9530289403705012;14.144000000000002;7;500;14;867300000;867300000;1941.1177192535233;0.35528121687271497;RECEIVED
55;0;-135.058599989649;-12.027700119729559;56.57600000000001;7;125;14;867300000;867300000;3472.5427283188324;1.4211248674908599;LOST
53;0;-134.6247649286647;-11.593865058745251;185.344;9;125;14;867700000;867700000;4784.6279897187405;4.655630787617115;LOST
66;0;-128.8097660385376;-5.778866168618151;28.288000000000004;7;250;14;868300000;868300000;3170.2310641339695;0.7105624337454299;LOST
82;0;-137.8816356638636;-14.850735793944153;741.376;11;125;14;867100000;867100000;4868.390493787449;18.62252315046846;LOST
33;0;-132.3261160080025;-9.295216138083049;370.688;10;125;14;867300000;867300000;2713.2010614770147;9.31126157523423;RECEIVED
87;0;-133.37275993369244;-10.341860063772998;102.912;8;125;14;868300000;868300000;3415.774729106122;2.5850325643951386;LOST
87;0;-135.01758967228577;-11.986689802366328;185.344;9;125;14;867900000;867900000;3415.774729106122;4.655630787617115;LOST
47;0;-129.72588603968182;-6.694986169762387;14.144000000000002;7;500;14;867100000;867100000;4898.298582160953;0.35528121687271497;LOST
28;0;-131.14409203238338;-8.113192162463946;92.672;10;500;14;867900000;867900000;3918.62488636001;2.3278153938085575;LOST
77;0;-123.1644810713749;-0.13358120145545627;370.688;10;125;14;867700000;867700000;3665.996181121852;9.31126157523423;RECEIVED
69;0;-126.53701005279927;-3.506110182879837;51.456;8;250;14;867700000;867700000;1566.270091650862;1.2925162821975693;RECEIVED
76;0;-120.0111292267012;3.019770643218237;329.728;11;250;14;868500000;868500000;4640.356236324966;8.282392892887906;RECEIVED
99;0;-131.9770402172311;-8.946140347311655;25.728;8;500;14;867900000;867900000;4698.234774891523;0.6462581410987847;LOST
9;0;-116.69231224684782;6.338587623071618;659.456;12;250;14;867300000;867300000;3742.656943937021;16.56478578577581;RECEIVED
43;0;-114.82176876570071;8.209131104218727;329.728;11;250;14;867300000;867300000;1843.1369997913882;8.282392892887906;RECEIVED
37;0;-115.83160413794496;7.199295731974473;102.912;8;125;14;867500000;867500000;3616.8928654302163;2.5850325643951386;RECEIVED
43;0;-119.12200047491413;3.9088993950053066;14.144000000000002;7;500;14;868300000;868300000;1843.1369997913882;0.35528121687271497;RECEIVED
16;0;-129.52889059877464;-6.4979907288552;370.688;10;125;14;868500000;868500000;2687.680226515052;9.31126157523423;RECEIVED
79;0;-128.88855673286113;-5.857656862941695;164.864;11;500;14;868100000;868100000;3375.399383776681;4.141196446443953;LOST
94;0;-123.85623053585022;-0.8253306659307782;1318.912;12;125;14;867500000;867500000;4308.813409745193;33.12957157155162;RECEIVED
96;0;-125.85145633721234;-2.820556467292903;1318.912;12;125;14;867500000;867500000;1288.7920701183725;33.12957157155162;RECEIVED
2;0;-133.39102094893366;-10.36012107901422;46.336;9;500;14;867100000;867100000;4728.986783656727;1.1639076969042788;LOST
